Text,Predicted,Target
"Seller Issue these are fakes not real Reeboks. Instead of the stitched logo on the back there is a decal, also, instead of the sewn label on the tongue, there is a decal. The fit is not the same. I will not order these from Amazon again unless there is some reassurance they are the real thing. The picture is correct, the shoes, sadly, were not.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue My husband has been wearing this style of Reebok for years and years. We have ordered them from Amazon before and got the correct shoes. However, the two pair I ordered this time were fakes. Instead of the stitched logo on the back there is a decal, also, instead of the sewn label on the tongue, there is a decal. The fit is not the same. We will not order these from Amazon again unless there is some reassurance they are the real thing. The picture is correct, the shoes, sadly, were not.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I dislike posting a negative review, however in this instance it is likely warranted. After two days of wearing the Persol 2747s, the model and size numbers on the inside of the temples is significantly gone. I used them while doing nothing more strenuous than driving. Additionally, the left temple had a gap at the hinge when being worn. Based on these flaws, I am inclined to feel that these glasses have potential for being fakes.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue Snags on everything and became a messy swarm of fake hair in no time.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue I wish I could return these. I waited a month to put them on so the return window closed and now Im stuck with these horrible shoes. Pretty sure these are fake vans from China they look nothing like real vans if you look at comparisons of real and fake vans. Literally killed my feet worse than any heels I ever wore in my life and I feel like roasting myself for being dumb enough to buy these sus ass shoes from amazon. Save yourself the money and don't get them.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This bag is not worth the money at all. It's fake leather, it's HUGE, and the shoulder straps are very uncomfortable. Although I must say that the company that sold this to me was extremely accommodating with my return. Good customer service was very appreciated. But overall, I would say skip this product and find something better for cheaper.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue These are the worst nike air force 1 I ever seen they are not the real ones  These are fake do not buy,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Horrible quality. Appears to be very cheap. Almost as if it was fake.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This braclet is a total fake I bought one and the second day the lock part broke, the paint chips off of it in a weeks time & IT IS NOT NO 18K, I took it to a place were they buy gold and they told me its a waste of money and that its Fake. !! So if your thinking about buying this item DONT BUY IT.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue fake not original.no warranty.and not working.dont ever buy from this shop,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue These are not real timberlands. If you don't believe me buy them, go to the mall and compare them. Then you can hopefully return these fake boots. B grade items sold here hence the lower prices",Product Authenticity Issue,Product Authenticity Issue
Seller Issue I'm really disappointed of this product that was the second  stuff I bought from amazon with problem.I hope you guys has to pay attention this is a fake product from timberlandso much money with a one fake product sorry I'm really disappointed with this.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue the timberlands run big so if your going to buy one buy it a size smaller. also this is a fake! these timberlands are not real but the price makes it acceptable. i would not buy this shoe if i were you!!,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Poor Quality.  I have this exact same flip flop that I purchased from a brick and mortar store years ago.  It is my favorite flip flop and I have worn it out so I bought a new one here.  The flip flop I received is killing my feet.  I have it broken in and my arches are still killing me if I wear them all day.  I'm back to wearing my old pair.  Also, the bottoms on these new flip flops are peeling off.  There are little pieces left everywhere.  I noticed it after only the second time I wore them.  I am very upset with the quality of product I received.  They say Rocket Dog but they sure do seem like a fake.  If you order these, try them out right away so you don't miss the return window.",Product Authenticity Issue,Product Authenticity Issue
